"gene_id","entrezgene","ensembl_gene_id","chromosome_name","start_position","end_position"
"SLC22A12","20521","ENSMUSG00000061742","19","6535845","6543019"
"SLC22A13","102570","ENSMUSG00000074028","9","119193002","119209105"
"SLC22A13B-PS","","ENSMUSG00000092212","9","119220488","119231692"
"SLC22A14","382113","ENSMUSG00000070280","9","119169455","119365553"
"SLC22A15","242126","ENSMUSG00000033147","3","101855776","101924453"
"SLC22A16","70840","ENSMUSG00000019834","10","40570336","40604132"
"SLC22A17","59049","ENSMUSG00000022199","14","54906727","54913132"
"SLC22A18","18400","ENSMUSG00000000154","7","143473721","143499334"
"SLC22A19","207151","ENSMUSG00000024757","19","7673061","7711310"
"SLC22A2","20518","ENSMUSG00000040966","17","12584189","12628465"
"SLC22A20","381203","ENSMUSG00000037451","19","5970234","5986143"
"SLC22A21","56517","ENSMUSG00000063652","11","53949965","53980332"
"SLC22A22","210463","ENSMUSG00000022366","15","57243767","57477625"
"SLC22A23","73102","ENSMUSG00000038267","13","34179158","34345182"
"SLC22A26","236149","ENSMUSG00000053303","19","7781041","7802667"
"SLC22A27","171405","ENSMUSG00000067656","19","7864388","7966027"
"SLC22A28","434674","ENSMUSG00000063590","19","8062209","8131982"
"SLC22A29","236293","ENSMUSG00000075044","19","8160165","8218900"
"SLC22A3","20519","ENSMUSG00000023828","17","12419972","12507704"
"SLC22A30","319800","ENSMUSG00000052562","19","8335371","8405111"
"SLC22A4","30805","ENSMUSG00000020334","11","53983123","54028090"
"SLC22A5","20520","ENSMUSG00000018900","11","53864542","53891660"
"SLC22A6","18399","ENSMUSG00000024650","19","8617996","8628299"
"SLC22A7","108114","ENSMUSG00000067144","17","46432185","46438477"
"SLC22A8","19879","ENSMUSG00000063796","19","8591254","8611834"
"SLC23A1","20522","ENSMUSG00000024354","18","35614604","35627244"
"SLC23A2","54338","ENSMUSG00000027340","2","132052496","132145108"
"SLC23A3","22626","ENSMUSG00000026205","1","75125541","75133890"
"SLC24A1","214111","ENSMUSG00000034452","9","64922861","64951607"
"SLC24A2","76376","ENSMUSG00000037996","4","86983124","87230477"
"SLC24A3","94249","ENSMUSG00000063873","2","145167754","145642166"
"SLC24A4","238384","ENSMUSG00000041771","12","102128733","102267091"
"SLC24A5","317750","ENSMUSG00000035183","2","125068124","125088677"
"SLC25A1","13358","ENSMUSG00000003528","16","17925211","17928219"
"SLC25A10","27376","ENSMUSG00000025792","11","120491840","120499187"
"SLC25A11","67863","ENSMUSG00000014606","11","70644196","70647479"
"SLC25A12","78830","ENSMUSG00000027010","2","71271063","71367749"
"SLC25A13","50799","ENSMUSG00000015112","6","6041218","6217173"
"SLC25A14","20523","ENSMUSG00000031105","X","48623413","48662294"
"SLC25A15","18408","ENSMUSG00000031482","8","22375554","22398621"
"SLC25A16","73132","ENSMUSG00000071253","10","62920633","62946498"
"SLC25A17","20524","ENSMUSG00000022404","15","81318921","81360765"
"SLC25A18","71803","ENSMUSG00000004902","6","120773578","120794336"
"SLC25A19","67283","ENSMUSG00000020744","11","115614178","115628295"
"SLC25A2","83885","ENSMUSG00000050304","18","37637377","37638745"
"SLC25A20","57279","ENSMUSG00000032602","9","108662088","108684641"
"SLC25A21","217593","ENSMUSG00000035472","12","56712634","57197472"
"SLC25A22","68267","ENSMUSG00000019082","7","141429744","141437892"
"SLC25A23","66972","ENSMUSG00000046329","17","57043711","57059863"
"SLC25A24","229731","ENSMUSG00000040322","3","109123149","109168457"
"SLC25A25","227731","ENSMUSG00000026819","2","32414487","32451445"
"SLC25A26","67582","ENSMUSG00000045100","6","94500331","94604672"
"SLC25A27","74011","ENSMUSG00000023912","17","43641900","43667015"
"SLC25A28","246696","ENSMUSG00000040414","19","43663822","43674881"
"SLC25A29","214663","ENSMUSG00000021265","12","108825873","108835883"
"SLC25A3","18674;102641364","ENSMUSG00000061904","10","91116574","91124059"
"SLC25A30","67554","ENSMUSG00000022003","14","75761999","75787037"
"SLC25A31","73333","ENSMUSG00000069041","3","40708855","40726096"
"SLC25A32","69906","ENSMUSG00000022299;ENSMUSG00000107007","15;CHR_MG4261_PATCH","39094191;39103265","39112716;39121790"
"SLC25A33","70556","ENSMUSG00000028982","4","149744036","149774277"
"SLC25A34","384071","ENSMUSG00000040740","4","141618824","141623821"
"SLC25A35","71998","ENSMUSG00000018740","11","68968131","68974365"
"SLC25A36","192287","ENSMUSG00000032449","9","97074961","97111157"
"SLC25A37","67712","ENSMUSG00000034248","14","69241848","69285112"
"SLC25A38","208638","ENSMUSG00000032519","9","120110374","120124504"
"SLC25A39","68066","ENSMUSG00000018677","11","102402985","102407946"
"SLC25A4","11739","ENSMUSG00000031633","8","46206797","46211284"
"SLC25A40","319653","ENSMUSG00000054099","5","8422850","8454797"
"SLC25A41","103775","ENSMUSG00000011486","17","57032773","57041654"
"SLC25A42","73095","ENSMUSG00000002346","8","70184340","70212305"
"SLC25A43","194744","ENSMUSG00000037636","X","36743659","36777202"
"SLC25A44","229517","ENSMUSG00000050144","3","88410498","88425139"
"SLC25A45","107375","ENSMUSG00000024818","19","5877808","5885766"
"SLC25A46","67453","ENSMUSG00000024259","18","31580168","31609902"
"SLC25A47","104910","ENSMUSG00000048856","12","108851129","108856814"
"SLC25A48","328258","ENSMUSG00000021509","13","56438355","56474239"
"SLC25A5","11740","ENSMUSG00000016319","X","36795651","36798807"
"SLC25A51","230125","ENSMUSG00000045973","4","45395923","45408766"
"SLC25A53","67062","ENSMUSG00000044348","X","136981116","137038302"
"SLC25A54","74686","ENSMUSG00000027880","3","109080469","109116687"
"SLC26A1","231583","ENSMUSG00000046959","5","108669878","108675569"
"SLC26A10","216441","ENSMUSG00000040441","10","127172426","127180645"
"SLC26A11","268512","ENSMUSG00000039908","11","119355557","119381079"
"SLC26A2","13521","ENSMUSG00000034320","18","61192919","61211612"
"SLC26A3","13487","ENSMUSG00000001225","12","31390871","31473917"
"SLC26A4","23985","ENSMUSG00000020651","12","31519827","31559969"
"SLC26A5","80979","ENSMUSG00000029015","5","21810655","21865604"
"SLC26A6","","ENSMUSG00000023259","9","108853283","108913049"
"SLC26A7","208890","ENSMUSG00000040569","4","14502430","14621805"
"SLC26A8","224661","ENSMUSG00000036196","17","28637783","28689987"
"SLC26A9","320718","ENSMUSG00000042268","1","131744022","131771504"
"SLC27A1","26457","ENSMUSG00000031808","8","71568927","71586708"
"SLC27A2","26458","ENSMUSG00000027359","2","126552407","126588243"
"SLC27A3","26568","ENSMUSG00000027932","3","90385239","90389938"
"SLC27A4","26569","ENSMUSG00000059316","2","29802634","29817522"
"SLC27A5","26459","ENSMUSG00000030382","7","12988346","12998192"
"SLC27A6","225579","ENSMUSG00000024600","18","58556257","58612773"
"SLC28A1","434203","ENSMUSG00000025726","7","81114799","81170416"
"SLC28A2","269346","ENSMUSG00000027219","2","122426477","122461137"
"SLC28A3","114304","ENSMUSG00000021553","13","58545399","58610877"
"SLC29A1","63959","ENSMUSG00000023942","17","45585200","45599606"
"SLC29A2","13340","ENSMUSG00000024891","19","5024006","5031971"
"SLC29A3","71279","ENSMUSG00000020100","10","60712072","60752794"
"SLC29A4","243328","ENSMUSG00000050822","5","142692512","142722490"
"SLC2A1","20525","ENSMUSG00000028645","4","119108711","119137983"
"SLC2A10","170441","ENSMUSG00000027661","2","165503787","165519917"
"SLC2A12","353169","ENSMUSG00000037490","10","22645011","22704285"
"SLC2A13","239606","ENSMUSG00000036298","15","91267696","91573261"
"SLC2A2","20526","ENSMUSG00000027690","3","28697903","28731359"
"SLC2A3","20527","ENSMUSG00000003153","6","122727809","122801640"
"SLC2A4","20528","ENSMUSG00000018566","11","69942539","69948188"
"SLC2A4RG-PS","","ENSMUSG00000085028","2","181384250","181387586"
"SLC2A5","56485","ENSMUSG00000028976","4","150119283","150144169"
"SLC2A6","227659","ENSMUSG00000036067","2","27021363","27027998"
"SLC2A7","435818","ENSMUSG00000062064","4","150148972","150168482"
"SLC2A8","56017","ENSMUSG00000026791","2","32972990","32982083"
"SLC2A9","117591","ENSMUSG00000005107","5","38349273","38503143"
"SLC30A1","22782","ENSMUSG00000037434","1","191906767","191913247"
"SLC30A10","226781","ENSMUSG00000026614","1","185454848","185468762"
"SLC30A2","230810","ENSMUSG00000028836","4","134343181","134354484"
"SLC30A3","22784","ENSMUSG00000029151","5","31086106","31108237"
"SLC30A4","22785","ENSMUSG00000005802","2","122681233","122702663"
"SLC30A5","69048","ENSMUSG00000021629","13","100802649","100833427"
"SLC30A6","210148","ENSMUSG00000024069","17","74395608","74424229"
"SLC30A7","66500","ENSMUSG00000054414","3","115938973","116007406"
"SLC30A8","239436","ENSMUSG00000022315","15","52295553","52335798"
"SLC30A9","109108","ENSMUSG00000029221","5","67306955","67358443"
"SLC31A1","20529","ENSMUSG00000066150","4","62360727","62391769"
"SLC31A2","20530","ENSMUSG00000066152","4","62262562","62298411"
"SLC32A1","22348","ENSMUSG00000037771","2","158610767","158615748"
"SLC33A1","11416","ENSMUSG00000027822","3","63933507","63964768"
"SLC34A1","20505","ENSMUSG00000021490","13","55399648","55414695"
"SLC34A2","20531","ENSMUSG00000029188","5","53038081","53071664"
"SLC34A3","142681","ENSMUSG00000006469","2","25228898","25234364"
"SLC35A1","24060","ENSMUSG00000028293","4","34663257","34687438"
"SLC35A2","22232","ENSMUSG00000031156","X","7884041","7894492"
"SLC35A3","229782","ENSMUSG00000027957","3","116669470","116712831"
"SLC35A4","67843","ENSMUSG00000033272","18","36679215","36683861"
"SLC35A5","74102","ENSMUSG00000022664","16","45139573","45158706"
"SLC35B1","110172","ENSMUSG00000020873","11","95384692","95391776"
"SLC35B2","73836","ENSMUSG00000037089","17","45563964","45567669"
"SLC35B3","108652","ENSMUSG00000021432","13","38932140","38960875"
"SLC35B4","58246","ENSMUSG00000018999","6","34153380","34177111"
"SLC35C1","228368","ENSMUSG00000049922","2","92452764","92460538"
"SLC35C2","228875","ENSMUSG00000017664","2","165276554","165287869"
"SLC35D1","242585","ENSMUSG00000028521","4","103170649","103215164"
"SLC35D2","70484","ENSMUSG00000033114","13","64096310","64129330"
"SLC35D3","76157","ENSMUSG00000050473","10","19847917","19851459"
"SLC35E1","270066","ENSMUSG00000019731","8","72480641","72492614"
"SLC35E2","320541","ENSMUSG00000042202","4","155601416","155623340"
"SLC35E3","215436","ENSMUSG00000060181","10","117733679","117746358"
"SLC35E4","103710","ENSMUSG00000048807","11","3907021","3914664"
"SLC35F1","215085","ENSMUSG00000038602","10","52690533","53111622"
"SLC35F2","72022","ENSMUSG00000042195","9","53771535","53818161"
"SLC35F3","210027","ENSMUSG00000057060","8","126298558","126395482"
"SLC35F4","75288","ENSMUSG00000021852","14","49298519","49526046"
"SLC35F5","74150","ENSMUSG00000026342","1","125560595","125595820"
"SLC35F6","74919","ENSMUSG00000029175","5","30647933","30659729"
"SLC35G1","240660","ENSMUSG00000044026","19","38395980","38405607"
"SLC35G2","245020","ENSMUSG00000070287","9","100552188","100571090"
"SLC35G3","56293","ENSMUSG00000018776","11","69759890","69761968"
"SLC36A1","215335","ENSMUSG00000020261","11","55204350","55236330"
"SLC36A1OS","","ENSMUSG00000084980","11","55191719","55197864"
"SLC36A2","246049","ENSMUSG00000020264","11","55158470","55185077"
"SLC36A3","215332","ENSMUSG00000049491","11","55124815","55151708"
"SLC36A4","234967","ENSMUSG00000043885","9","15709738","15742384"
"SLC37A1","224674","ENSMUSG00000024036","17","31295483","31350696"
"SLC37A2","56857","ENSMUSG00000032122","9","37229149","37255738"
"SLC37A3","72144","ENSMUSG00000029924","6","39334773","39377675"
"SLC37A4","14385","ENSMUSG00000032114","9","44398176","44402963"
"SLC38A1","105727","ENSMUSG00000023169","15","96571418","96642913"
"SLC38A10","72055","ENSMUSG00000061306","11","120103960","120151346"
"SLC38A11","320106","ENSMUSG00000061171","2","65316430","65364034"
"SLC38A2","67760","ENSMUSG00000022462","15","96687394","96699698"
"SLC38A3","76257","ENSMUSG00000010064","9","107650634","107669530"
"SLC38A4","69354","ENSMUSG00000022464","15","96994823","97055956"
"SLC38A5","209837","ENSMUSG00000031170","X","8271133","8280179"
"SLC38A6","625098","ENSMUSG00000044712","12","73286779","73354049"
"SLC38A7","234595","ENSMUSG00000036534","8","95835920","95853539"
"SLC38A8","234788","ENSMUSG00000034224","8","119479602","119501698"
"SLC38A9","268706","ENSMUSG00000047789","13","112660766","112738743"
"SLC39A1","30791","ENSMUSG00000052310","3","90248172","90253612"
"SLC39A10","227059","ENSMUSG00000025986","1","46807544","46892852"
"SLC39A11","69806","ENSMUSG00000041654","11","113244853","113650079"
"SLC39A12","277468","ENSMUSG00000036949","2","14388316","14494977"
"SLC39A13","68427","ENSMUSG00000002105","2","91061791","91070417"
"SLC39A14","213053","ENSMUSG00000022094","14","70303469","70351425"
"SLC39A2","214922","ENSMUSG00000072572","14","51892889","51896745"
"SLC39A3","106947","ENSMUSG00000046822","10","81028538","81037426"
"SLC39A4","72027","ENSMUSG00000063354","15","76612385","76616852"
"SLC39A5","72002","ENSMUSG00000039878","10","128395934","128401224"
"SLC39A6","106957","ENSMUSG00000024270","18","24579881","24603817"
"SLC39A7","14977","ENSMUSG00000024327","17","34028267","34031690"
"SLC39A8","67547","ENSMUSG00000053897","3","135825279","135888572"
"SLC39A9","328133","ENSMUSG00000048833","12","80644215","80683341"
"SLC3A1","20532","ENSMUSG00000024131","17","85028347","85064243"
"SLC3A2","17254","ENSMUSG00000010095","19","8706882","8723369"
"SLC40A1","53945","ENSMUSG00000025993","1","45908068","45926523"
"SLC41A1","98396","ENSMUSG00000013275","1","131827493","131848865"
"SLC41A2","338365","ENSMUSG00000034591","10","83230848","83337882"
"SLC41A3","71699","ENSMUSG00000030089","6","90604725","90646412"
"SLC43A1","72401","ENSMUSG00000027075","2","84838850","84863594"
"SLC43A2","215113","ENSMUSG00000038178","11","75531694","75577575"
"SLC43A3","58207","ENSMUSG00000027074","2","84936579","84958509"
"SLC44A1","100434","ENSMUSG00000028412","4","53440413","53622478"
"SLC44A2","68682","ENSMUSG00000057193","9","21337828","21355025"
"SLC44A3","213603","ENSMUSG00000039865","3","121459528","121532404"
"SLC44A4","70129","ENSMUSG00000007034","17","34914466","34930436"
"SLC44A5","242259","ENSMUSG00000028360","3","153973436","154271722"
"SLC45A1","242773","ENSMUSG00000039838","4","150628572","150652174"
"SLC45A2","22293","ENSMUSG00000022243","15","11000721","11029233"
"SLC45A3","212980","ENSMUSG00000026435","1","131962967","131982969"
"SLC45A4","106068","ENSMUSG00000079020","15","73577424","73645762"
"SLC46A1","52466","ENSMUSG00000020829","11","78465697","78472059"
"SLC46A2","30936","ENSMUSG00000028386","4","59905126","59915056"
"SLC46A3","71706","ENSMUSG00000029650","5","147878437","147894815"
"SLC47A1","67473","ENSMUSG00000010122","11","61343401","61378345"
"SLC47A2","380701","ENSMUSG00000069855","11","61301631","61342860"
"SLC48A1","67739","ENSMUSG00000081534","15","97784355","97792692"
"SLC4A1","20533","ENSMUSG00000006574","11","102348824","102366203"
"SLC4A10","94229","ENSMUSG00000026904","2","62046462","62326730"
"SLC4A11","269356","ENSMUSG00000074796","2","130684113","130697519"
"SLC4A1AP","20534","ENSMUSG00000029141","5","31526995","31556932"
"SLC4A2","20535","ENSMUSG00000028962","5","24423837","24440950"
"SLC4A3","20536","ENSMUSG00000006576","1","75546266","75562172"
"SLC4A4","54403","ENSMUSG00000060961","5","88886818","89239653"
"SLC4A5","232156","ENSMUSG00000068323","6","83219828","83304945"
"SLC4A7","218756","ENSMUSG00000021733","14","14703025","14799943"
"SLC4A8","59033","ENSMUSG00000023032","15","100761747","100823968"
"SLC4A9","240215","ENSMUSG00000024485","18","36528157","36541293"
"SLC50A1","19729","ENSMUSG00000027953","3","89268246","89270570"
"SLC51A","106407","ENSMUSG00000035699","16","32475522","32487879"
"SLC51B","330962","ENSMUSG00000053862","9","65412753","65422773"
"SLC52A2","52710","ENSMUSG00000022560","15","76538943","76542130"
"SLC52A3","69698","ENSMUSG00000027463","2","151996511","152009258"
"SLC5A1","20537","ENSMUSG00000011034","5","33104219","33162870"
"SLC5A10","109342","ENSMUSG00000042371","11","61672781","61720826"
"SLC5A11","233836","ENSMUSG00000030769","7","123214780","123273253"
"SLC5A12","241612","ENSMUSG00000041644","2","110597298","110647779"
"SLC5A2","246787","ENSMUSG00000030781","7","128265657","128272430"
"SLC5A3","53881","ENSMUSG00000089774","16","92058322","92087473"
"SLC5A4A","64452","ENSMUSG00000020229","10","76147451","76189265"
"SLC5A4B","64454","ENSMUSG00000020226","10","76057494","76110961"
"SLC5A5","114479","ENSMUSG00000000792","8","70882889","70892757"
"SLC5A6","330064","ENSMUSG00000006641","5","31036036","31048924"
"SLC5A7","63993","ENSMUSG00000023945","17","54273594","54299034"
"SLC5A8","216225","ENSMUSG00000020062","10","88885992","88929505"
"SLC5A9","230612","ENSMUSG00000028544","4","111875375","111902918"
"SLC6A1","232333","ENSMUSG00000030310","6","114282635","114317532"
"SLC6A11","243616","ENSMUSG00000030307","6","114131241","114249952"
"SLC6A12","14411","ENSMUSG00000030109","6","121343076","121365775"
"SLC6A13","14412","ENSMUSG00000030108","6","121300227","121337733"
"SLC6A14","56774","ENSMUSG00000031089","X","21714896","21742355"
"SLC6A15","103098","ENSMUSG00000019894","10","103367808","103419378"
"SLC6A17","229706","ENSMUSG00000027894","3","107467543","107518018"
"SLC6A18","22598","ENSMUSG00000021612","13","73661750","73678023"
"SLC6A19","74338","ENSMUSG00000021565","13","73679745","73704865"
"SLC6A19OS","","ENSMUSG00000021566","13","73699826","73709850"
"SLC6A2","20538","ENSMUSG00000055368","8","92960079","93001667"
"SLC6A20A","102680","ENSMUSG00000036814","9","123636122","123678885"
"SLC6A20B","22599","ENSMUSG00000025243","9","123593820","123632565"
"SLC6A3","13162","ENSMUSG00000021609","13","73536747","73578672"
"SLC6A4","15567","ENSMUSG00000020838","11","76998603","77032340"
"SLC6A5","104245","ENSMUSG00000039728","7","49910146","49963856"
"SLC6A6","21366","ENSMUSG00000030096","6","91684053","91759066"
"SLC6A7","240332","ENSMUSG00000052026","18","60995381","61014199"
"SLC6A8","102857","ENSMUSG00000019558","X","73673150","73682502"
"SLC6A9","14664","ENSMUSG00000028542","4","117834506","117875198"
"SLC7A1","11987","ENSMUSG00000041313","5","148327410","148399904"
"SLC7A10","53896","ENSMUSG00000030495","7","35186385","35201114"
"SLC7A11","26570","ENSMUSG00000027737","3","49892526","50443614"
"SLC7A12","140918","ENSMUSG00000039710","3","14480697","14505830"
"SLC7A13","74087","ENSMUSG00000041052","4","19818725","19842218"
"SLC7A14","241919","ENSMUSG00000069072","3","31202858","31310378"
"SLC7A15","328059","ENSMUSG00000020600","12","8528483","8599066"
"SLC7A2","11988","ENSMUSG00000031596","8","40862396","40922308"
"SLC7A3","11989","ENSMUSG00000031297","X","101079210","101086020"
"SLC7A4","224022","ENSMUSG00000022756","16","17572018","17576998"
"SLC7A5","20539","ENSMUSG00000040010","8","121881150","121907694"
"SLC7A6","330836","ENSMUSG00000031904","8","106168875","106198704"
"SLC7A6OS","66432","ENSMUSG00000033106","8","106200438","106210933"
"SLC7A7","20540","ENSMUSG00000000958","14","54369442","54417780"
"SLC7A8","50934","ENSMUSG00000022180","14","54722216","54781886"
"SLC7A9","30962","ENSMUSG00000030492","7","35448796","35466036"
"SLC8A1","20541","ENSMUSG00000054640","17","81388691","81649607"
"SLC8A2","110891","ENSMUSG00000030376","7","16130300","16160509"
"SLC8A3","110893","ENSMUSG00000079055","12","81197915","81333180"
"SLC8B1","170756","ENSMUSG00000032754","5","120511168","120534024"
"SLC9A1","20544","ENSMUSG00000028854","4","133369706","133423702"
"SLC9A2","226999","ENSMUSG00000026062","1","40680574","40769273"
"SLC9A3","105243","ENSMUSG00000036123","13","74121515","74166064"
"SLC9A3R1","26941","ENSMUSG00000020733","11","115163341","115181181"
"SLC9A3R2","65962","ENSMUSG00000002504","17","24639282","24650305"
"SLC9A4","110895","ENSMUSG00000026065","1","40580081","40630725"
"SLC9A5","277973","ENSMUSG00000014786","8","105348258","105369881"
"SLC9A6","236794","ENSMUSG00000060681","X","56609757","56664230"
"SLC9A7","236727","ENSMUSG00000037341","X","20105755","20291807"
"SLC9A8","77031","ENSMUSG00000039463","2","167421712","167477000"
"SLC9A9","331004","ENSMUSG00000031129","9","94669909","95230445"
"SLC9B1","74446","ENSMUSG00000050150","3","135348029","135397827"
"SLC9B2","97086","ENSMUSG00000037994","3","135307700","135345387"
"SLC9C1","208169","ENSMUSG00000033210","16","45535309","45607001"
"SLCO1A1","28248","ENSMUSG00000041698","6","141907282","141946962"
"SLCO1A4","28250","ENSMUSG00000030237","6","141805440","141856199"
"SLCO1A5","108096","ENSMUSG00000063975","6","142234227","142322981"
"SLCO1A6","28254","ENSMUSG00000079262","6","142085761","142208521"
"SLCO1B2","28253","ENSMUSG00000030236","6","141629518","141686646"
"SLCO1C1","58807","ENSMUSG00000030235","6","141524368","141570177"
"SLCO2A1","24059","ENSMUSG00000032548","9","102988712","103096002"
"SLCO2B1","101488","ENSMUSG00000030737","7","99657804","99711340"
"SLCO3A1","108116","ENSMUSG00000025790","7","74275419","74554780"
"SLCO4A1","108115","ENSMUSG00000038963","2","180456245","180474867"
"SLCO4C1","227394","ENSMUSG00000040693","1","96816270","96872171"
"SLCO5A1","240726","ENSMUSG00000025938","1","12866549","12992650"
"SLCO6B1","","ENSMUSG00000045463","1","96906176","96997577"
"SLCO6C1","74441","ENSMUSG00000026331","1","97059038","97128301"
"SLCO6D1","70866","ENSMUSG00000026336","1","98421124","98516991"
"SLFN1","20555","ENSMUSG00000078763","11","83116849","83122670"
"SLFN10-PS","","ENSMUSG00000072621","11","83028130","83040042"
"SLFN14","237890","ENSMUSG00000082101","11","83275110","83286726"
"SLFN2","20556","ENSMUSG00000072620","11","83065112","83070678"
"SLFN3","20557","ENSMUSG00000018986","11","83191330","83215154"
"SLFN4","20558","ENSMUSG00000000204","11","83175186","83190221"
"SLFN5","327978","ENSMUSG00000054404","11","82951349","82962941"
"SLFN5OS","","ENSMUSG00000086327","11","82942341","82960681"
"SLFN8","276950","ENSMUSG00000035208","11","83002158","83020810"
"SLFN9","237886","ENSMUSG00000069793","11","82979629","82991830"
"SLFNL1","194219","ENSMUSG00000047518","4","120532231","120536661"
"SLIRP","380773","ENSMUSG00000021040","12","87443896","87452206"
"SLIT1","20562","ENSMUSG00000025020","19","41600257","41743665"
"SLIT2","20563","ENSMUSG00000031558","5","47983138","48307733"
"SLIT3","20564","ENSMUSG00000056427","11","35121224","35708507"
"SLITRK1","76965","ENSMUSG00000075478","14","108909991","108914239"
"SLITRK2","245450","ENSMUSG00000036790","X","66649318","66661393"
"SLITRK3","386750","ENSMUSG00000048304","3","73047265","73057803"
"SLITRK4","245446","ENSMUSG00000046699","X","64264885","64276996"
"SLITRK5","75409","ENSMUSG00000033214","14","111675115","111683134"
"SLITRK6","239250","ENSMUSG00000045871","14","110748578","110755149"
"SLK","20874","ENSMUSG00000025060","19","47579678","47645246"
"SLMAP","83997","ENSMUSG00000021870","14","26413168","26534931"
"SLMO1","225655","ENSMUSG00000024530","18","67464849","67480581"
"SLMO2","66390","ENSMUSG00000016257","2","174465067","174473081"
"SLN","66402","ENSMUSG00000042045","9","53850251","53853844"
"SLPI","20568","ENSMUSG00000017002","2","164354070","164389095"
"SLTM","66660","ENSMUSG00000032212","9","70542920","70592237"
"SLU7","193116","ENSMUSG00000020409","11","43433744","43447981"
"SLURP1","57277","ENSMUSG00000022596","15","74724318","74728034"
"SLX","664829;100038997","ENSMUSG00000095063","X","26522656","26545565"
"SLX1B","75764","ENSMUSG00000059772","7","126689468","126695784"
"SLX4","52864","ENSMUSG00000039738","16","3979105","4003770"
"SLX4IP","74243","ENSMUSG00000027281","2","136891218","137071950"
"SLXL1","75140;626315","ENSMUSG00000067909","X","55226876","55243723"
"SLY","382301;100039842;100040509;100040712;100041345;100042110;100042201;100042279;100042417;100042578;100861691;100861881;100861906;100861973;101056210;102632745;102635480;102638610","ENSMUSG00000101155","Y","57187188","57213362"
"SMAD1","17125","ENSMUSG00000031681","8","79338395","79399518"
"SMAD2","17126","ENSMUSG00000024563","18","76241580","76305731"
"SMAD3","17127","ENSMUSG00000032402","9","63646767","63757994"
"SMAD4","17128","ENSMUSG00000024515","18","73639009","73703780"
"SMAD5","17129","ENSMUSG00000021540","13","56703010","56742377"
"SMAD6","17130","ENSMUSG00000036867","9","63953076","64022059"
"SMAD7","17131","ENSMUSG00000025880","18","75367529","75395935"
"SMAD9","55994","ENSMUSG00000027796","3","54755582","54801257"
"SMAGP","207818","ENSMUSG00000053559","15","100621342","100636865"
"SMAP1","98366","ENSMUSG00000026155","1","23844846","23922317"
"SMAP2","69780","ENSMUSG00000032870","4","120968317","121017247"
"SMARCA1","93761","ENSMUSG00000031099","X","47809368","47892974"
"SMARCA2","67155","ENSMUSG00000024921","19","26605115","26778321"
"SMARCA4","20586","ENSMUSG00000032187","9","21616169","21704230"
"SMARCA5","93762","ENSMUSG00000031715","8","80698507","80739497"
"SMARCA5-PS","","ENSMUSG00000052912","4","145464204","145467420"
"SMARCAD1","13990","ENSMUSG00000029920","6","65042583","65116061"
"SMARCAL1","54380","ENSMUSG00000039354","1","72583251","72633134"
"SMARCB1","20587","ENSMUSG00000000902","10","75896769","75921617"
"SMARCC1","20588","ENSMUSG00000032481","9","110117708","110240178"
"SMARCC2","68094","ENSMUSG00000025369","10","128459236","128490173"
"SMARCD1","83797","ENSMUSG00000023018","15","99702287","99713995"
"SMARCD2","83796","ENSMUSG00000078619","11","106263179","106272972"
"SMARCD3","66993","ENSMUSG00000028949","5","24590818","24624411"
"SMARCE1","57376","ENSMUSG00000037935","11","99209047","99231017"
"SMC1A","24061","ENSMUSG00000041133","X","152016428","152062694"
"SMC1B","140557","ENSMUSG00000022432","15","85064691","85131957"
"SMC2","14211","ENSMUSG00000028312","4","52439243","52488260"
"SMC2OS","","ENSMUSG00000085763","4","52430285","52438965"
"SMC3","13006","ENSMUSG00000024974","19","53600398","53645833"
"SMC4","70099","ENSMUSG00000034349","3","69004738","69034623"
"SMC5","226026","ENSMUSG00000024943","19","23206441","23273897"
"SMC6","67241","ENSMUSG00000020608","12","11265886","11319785"
"SMCHD1","74355","ENSMUSG00000024054","17","71344489","71475343"
"SMCO1","69576","ENSMUSG00000046345","16","32271468","32274779"
"SMCO2","69371","ENSMUSG00000030292","6","146850104","146871406"
"SMCO3","654818;102641212","ENSMUSG00000043298","6","136829927","136835452"
"SMCO4","170748","ENSMUSG00000058173","9","15505487","15545260"
"SMCP","","ENSMUSG00000074435","3","92583867","92588997"
"SMCR8","237782","ENSMUSG00000049323","11","60777524","60788287"
"SMDT1","69029","ENSMUSG00000022452","15","82338959","82349091"
"SMEK1","68734","ENSMUSG00000041846","12","101039409","101083702"
"SMEK2","104570","ENSMUSG00000020463","11","29172890","29220797"
"SMG1","233789","ENSMUSG00000030655","7","118131308","118243637"
"SMG5","229512","ENSMUSG00000001415","3","88336260","88362338"
"SMG6","103677","ENSMUSG00000038290","11","74925823","75164448"
"SMG7","226517","ENSMUSG00000042772","1","152836995","152902646"
"SMG8","74133","ENSMUSG00000020495","11","87077732","87086774"
"SMG9","71997","ENSMUSG00000002210","7","24399619","24422778"
"SMGC","223809","ENSMUSG00000047295","15","91838265","91861438"
"SMIM1","68859","ENSMUSG00000078350","4","154020470","154026230"
"SMIM10L1","381820","ENSMUSG00000072704","6","133104909","133110899"
"SMIM10L2A","","ENSMUSG00000054850","X","56374586","56377799"
"SMIM11","68936","ENSMUSG00000051989","16","92301286","92313041"
"SMIM12","80284","ENSMUSG00000042380","4","127243784","127247809"
"SMIM13","108934","ENSMUSG00000091264","13","41249860","41276574"
